Name,Pitch_R1_Deg,Roll_R2_Deg,Yaw_R3_Deg,Horz_Off_Meters,Vert_Off_Meters
BDS_BTS:DC_D5563,-0.0028,-0.002,0.087,-0.000056,-0.000209
BDS_BBS:DH_D5578,-0.0022,-0.0004,-0.0013,0.000005,-0.000004
BDS_BTS:Q_D5599,-0.0119,0.0047,0.0046,0.000026,-0.000015
BDS_BTS:Q_D5609,0.0169,-0.0076,-0.0031,0.000065,-0.000019
BDS_BBS:S_D5606,-0.009206,-0.056286,-0.028695,0.000146,0.000065
BDS_BBS:QH_D5611,-0.0117,-0.0197,-0.0043,0.000104,-0.000034
BDS_BBS:DC_D5616,0.0052,-0.0284,0.0093,0.000078,0.000107
BDS_BBS:QV_D5621,-0.0012,-0.0142,-0.009,0.00011,-0.00001
BDS_BBS:DH_D5641,-0.0017,-0.0096,-0.0014,0.000001,0.000134
BDS_BBS:DC_D5657,0.0036,-0.0135,0.0718,0.000037,-0.000051
BDS_BBS:DH_D5668,-0.0006,0.0041,0.0019,0.000002,-0.000008
BDS_BBS:QV_D5688,-0.0127,0.0069,0.0152,0.000113,0.000012
BDS_BBS:DC_D5693,0.0044,-0.017,0.0149,0.000039,0.000066
BDS_BBS:QH_D5698,-0.0063,0.0094,0.0093,-0.000009,0.000043
BDS_BBS:S_D5703,0.0268,-0.0158,0.0409,0.000079,0.000025
BDS_BBS:DH_D5731,-0.0006,0.0115,0.008,0.000099,0.000007
BDS_FFS:DC_D5746,0.005,0.0076,0.0379,0.000219,0.000082
BDS_FFS:QH_D5750,-0.0225,0.0124,0.039,-0.00012,-0.000042
BDS_FFS:QV_D5757,-0.0067,-0.0028,-0.0094,0.000097,0.000187
BDS_FFS:QH_D5777,-0.0492,0.0203,0.0522,-0.00014,0.000001
BDS_FFS:DC_D5781,-0.0352,0.0149,-0.0602,0.000044,0.000038
BDS_FFS:QV_D5784,-0.0132,0.0004,0.0167,0.000096,0.000075
BDS_FFS:CH_D5805,-0.020426,0.001151,-0.024619,-0.000558,-0.000021
BDS_FFS:QH_D5810,0.00913,0.026118,-0.025459,0.000171,-0.000081
BDS_FFS:QV_D5815,0.01324,0.02364,-0.008939,0.000207,-0.000061
BDS_FFS:QH_D5821,-0.02636,-0.015137,0.007516,0.000336,-0.00012
